,poi_type,sder_postal_code,sder_city,sder_state,place_name,year,no_thefts
27548,neighborhood,85027.0,Phoenix,Arizona,Rose Garden Place,2015,1.0
6052,cafe,75226.0,Dallas,Texas,AllGood Cafe,2015,1.0
6049,cafe,92109.0,San Diego,California,Olive Cafe,2015,1.0
5545,book_store,76133.0,Fort Worth,Texas,Y2Komics,2015,1.0
27508,neighborhood,92025.0,Escondido,California,Central Escondido,2015,1.0
26327,movie_theater,98118.0,Seattle,Washington,Columbia City Cinema,2015,4.0
6938,car_repair,94010.0,Burlingame,California,Mike Harvey Honda,2015,1.0
34797,point_of_interest,2139.0,Cambridge,Massachusetts,Central Square Theater,2015,1.0
35024,point_of_interest,83716.0,Boise,Idaho,Just For Kids,2015,1.0
5553,book_store,92054.0,Oceanside,California,Barnes & Noble,2015,1.0
35023,point_of_interest,83716.0,Boise,Idaho,Columbia Village Recreation,2015,1.0
6937,car_repair,94010.0,Burlingame,California,Putnam Chevrolet Cadillac,2015,1.0
26328,movie_theater,98116.0,Seattle,Washington,Admiral Theater,2015,1.0
47549,store,90066.0,Los Angeles,California,Soaptopia,2015,2.0
47755,store,89123.0,Las Vegas,Nevada,"TOYS""R""US",2015,1.0
35358,point_of_interest,97206.0,Portland,Oregon,Portland Insight Meditation Community,2015,1.0
34805,point_of_interest,2139.0,Cambridge,Massachusetts,The Dance Complex,2015,1.0
5565,book_store,90815.0,Long Beach,California,Amazing Comics & Cards,2015,1.0
27099,museum,14607.0,Rochester,New York,Memorial Art Gallery,2015,1.0
35018,point_of_interest,97420.0,Coos Bay,Oregon,Fastenal,2015,1.0
35357,point_of_interest,97007.0,Beaverton,Oregon,Springbrook Garden Apartments,2015,1.0
5512,book_store,33612.0,Tampa,Florida,Mojo Books & Records,2015,1.0
5540,book_store,85716.0,Tucson,Arizona,Friends of the Pima County Public Library,2015,2.0
6623,car_dealer,94536.0,Fremont,California,Autos Wholesale,2015,1.0
35349,point_of_interest,97219.0,Portland,Oregon,Multnomah Arts Center,2015,1.0
26536,museum,85287.0,Tempe,Arizona,Center for Meteorite Studies,2015,1.0
34781,point_of_interest,2142.0,Cambridge,Massachusetts,Longfellow Bridge,2015,1.0
47541,store,90230.0,Culver City,California,Petco Animal Supplies,2015,1.0
27079,museum,13202.0,Syracuse,New York,Everson Museum of Art,2015,1.0
6047,cafe,92115.0,San Diego,California,The Living Room,2015,3.0
47542,store,90640.0,Montebello,California,Inland Kenworth,2015,1.0
48454,store,89502.0,Reno,Nevada,Sierra Wireless,2015,1.0
34783,point_of_interest,2109.0,Boston,Massachusetts,Improv Asylum,2015,1.0
35353,point_of_interest,97219.0,Portland,Oregon,Oregon Public Broadcasting,2015,4.0
48450,store,89502.0,Reno,Nevada,Creative Memories,2015,1.0
6618,car_dealer,95037.0,Morgan Hill,California,The Ford Store Morgan Hill,2015,2.0
6621,car_dealer,94087.0,Sunnyvale,California,Nissan Sunnyvale,2015,1.0
27084,museum,13202.0,Syracuse,New York,Erie Canal Museum,2015,1.0
5531,book_store,78701.0,Austin,Texas,BookPeople,2015,1.0
6042,cafe,92104.0,San Diego,California,Caffe Calabria,2015,1.0
5534,book_store,78751.0,Austin,Texas,Half Price Books,2015,1.0
27085,museum,53202.0,Milwaukee,Wisconsin,Charles Allis Art Museum,2015,1.0
26311,movie_theater,98406.0,Tacoma,Washington,The Blue Mouse Theatre,2015,1.0
5484,bicycle_store,98112.0,Seattle,Washington,Montlake Bicycle Shop,2015,1.0
5483,bicycle_store,98109.0,Seattle,Washington,REI,2015,6.0
35538,point_of_interest,97209.0,Portland,Oregon,McMenamins Crystal Ballroom,2015,5.0
5443,bicycle_store,53212.0,Milwaukee,Wisconsin,Truly Spoken Cycles,2015,2.0
5446,bicycle_store,97477.0,Springfield,Oregon,Hutch's Bicycle Store (Springfield),2015,1.0
34743,point_of_interest,2115.0,Boston,Massachusetts,Boston Symphony Orchestra,2015,1.0
6078,cafe,30363.0,Atlanta,Georgia,Tin Drum Asiacafé,2015,1.0
5451,bicycle_store,55422.0,Robbinsdale,Minnesota,Pawn America,2015,1.0
6587,car_dealer,85382.0,Peoria,Arizona,Infiniti of Peoria,2015,1.0
5455,bicycle_store,97202.0,Portland,Oregon,Sellwood Cycle Repair,2015,2.0
34746,point_of_interest,2446.0,Brookline,Massachusetts,John Fitzgerald Kennedy National Historic Site,2015,1.0
26561,museum,30308.0,Atlanta,Georgia,Margaret Mitchell House and Museum,2015,1.0
26283,movie_theater,97124.0,Hillsboro,Oregon,Regal Cinemas Evergreen Parkway 13 & RPX,2015,1.0
48508,store,80204.0,Denver,Colorado,Denver Bronco Stadium Store,2015,1.0
48507,store,80214.0,Lakewood,Colorado,NAPA Auto Parts Genuine Parts Company,2015,1.0
35534,point_of_interest,97205.0,Portland,Oregon,McMenamins Crystal Ballroom,2015,10.0
5461,bicycle_store,97213.0,Portland,Oregon,Bike Gallery,2015,2.0
27046,museum,2138.0,Cambridge,Massachusetts,Peabody Museum of Archaeology and Ethnology,2015,2.0
27585,neighborhood,90405.0,Santa Monica,California,Ocean Park,2015,1.0
27043,museum,2129.0,Boston,Massachusetts,USS Constitution,2015,1.0
6588,car_dealer,85382.0,Peoria,Arizona,Acura of Peoria,2015,1.0
48517,store,80238.0,Denver,Colorado,Starbucks,2015,1.0
48518,store,80238.0,Denver,Colorado,Anthony's Pizza & Pasta,2015,1.0
48525,store,46219.0,Indianapolis,Indiana,Starbucks,2015,3.0
26276,movie_theater,97213.0,Portland,Oregon,Hollywood Theatre,2015,4.0
35542,point_of_interest,97214.0,Portland,Oregon,Burnside Skate Park,2015,2.0
48524,store,46219.0,Indianapolis,Indiana,Black Sheep Gifts,2015,2.0
48523,store,46219.0,Indianapolis,Indiana,Magic Candle,2015,2.0
48122,store,94608.0,Emeryville,California,Michaels,2015,1.0
26573,museum,90013.0,Los Angeles,California,Japanese American National Museum,2015,1.0
48123,store,94556.0,Moraga,California,Starbucks,2015,1.0
6087,cafe,92832.0,Fullerton,California,Green House Cafe,2015,1.0
6086,cafe,90254.0,Hermosa Beach,California,Lighthouse Café,2015,1.0
48521,store,80205.0,Denver,Colorado,Erico Motorsports Triumph/Ducati Motorcycles,2015,1.0
26280,movie_theater,97232.0,Portland,Oregon,Hollywood Theatre,2015,4.0
27042,museum,2129.0,Boston,Massachusetts,USS Constitution Museum,2015,1.0
48520,store,80205.0,Denver,Colorado,Crema Coffee House,2015,1.0
26571,museum,90232.0,Culver City,California,The Museum of Jurassic Technology,2015,2.0
47503,store,92264.0,Palm Springs,California,Palm Greens Cafe,2015,1.0
48128,store,94705.0,Berkeley,California,Ici Ice Cream,2015,3.0
6586,car_dealer,85382.0,Peoria,Arizona,Peoria Nissan,2015,1.0
7006,car_repair,95928.0,Chico,California,Chico Volkswagen,2015,1.0
48504,store,80401.0,Golden,Colorado,Starbucks,2015,1.0
6076,cafe,90814.0,Long Beach,California,Coffee Cup Cafe,2015,1.0
27559,neighborhood,90804.0,Long Beach,California,Belmont Shore,2015,1.0
26301,movie_theater,98660.0,Vancouver,Washington,Regal Cinemas City Center 12,2015,1.0
48490,store,80246.0,Glendale,Colorado,Brakes Plus,2015,1.0
48489,store,80246.0,Glendale,Colorado,Goodwill,2015,1.0
5477,bicycle_store,98118.0,Seattle,Washington,Bike Works,2015,4.0
35336,point_of_interest,97008.0,Beaverton,Oregon,Argo/Architect,2015,3.0
26302,movie_theater,98660.0,Vancouver,Washington,Kiggins Theatre,2015,1.0
6600,car_dealer,90404.0,Santa Monica,California,W.I. Simonson,2015,1.0
35337,point_of_interest,97266.0,Portland,Oregon,Red Tail Canyon,2015,1.0
34763,point_of_interest,2215.0,Boston,Massachusetts,WTBU,2015,1.0
6961,car_repair,94530.0,El Cerrito,California,Honda of El Cerrito,2015,2.0
5480,bicycle_store,98102.0,Seattle,Washington,REI,2015,2.0
27555,neighborhood,92701.0,Santa Ana,California,Lacy,2015,1.0
6960,car_repair,94530.0,El Cerrito,California,HI Tech Car Audio,2015,1.0
6072,cafe,92660.0,Newport Beach,California,Banzai Bowls,2015,1.0
6958,car_repair,94596.0,Walnut Creek,California,Toyota Walnut Creek,2015,2.0
26310,movie_theater,98499.0,Lakewood,Washington,AMC Lakewood Mall 12,2015,1.0
6598,car_dealer,90401.0,Santa Monica,California,Toyota Santa Monica,2015,7.0
26300,movie_theater,97203.0,Portland,Oregon,St Johns Twin Cinemas,2015,2.0
35526,point_of_interest,97233.0,Portland,Oregon,Windsor Court Apartments,2015,2.0
27564,neighborhood,90802.0,Long Beach,California,East Village,2015,1.0
27576,neighborhood,90230.0,Culver City,California,Sunkist Park,2015,1.0
48501,store,8071.0,Pitman,New Jersey,George's Auto Body,2015,1.0
6589,car_dealer,85382.0,Peoria,Arizona,Peoria Ford,2015,1.0
27048,museum,2138.0,Cambridge,Massachusetts,Harvard Museum of Natural History,2015,2.0
48500,store,8071.0,Pitman,New Jersey,All the King's Men Chess & Game Center,2015,1.0
7002,car_repair,80123.0,Lakewood,Colorado,Peak Kia,2015,2.0
6997,car_repair,89502.0,Reno,Nevada,Jones-West Ford,2015,1.0
48137,store,94702.0,Berkeley,California,Autometrics Auto Repair,2015,1.0
27041,museum,2453.0,Waltham,Massachusetts,Charles River Museum of Industry & Innovation,2015,1.0
6991,car_repair,20852.0,North Bethesda,Maryland,Auto Clinic Care,2015,1.0
35334,point_of_interest,97206.0,Portland,Oregon,Maids by Trade,2015,1.0
27575,neighborhood,90291.0,Los Angeles,California,Venice,2015,2.0
48138,store,94708.0,Berkeley,California,Lawrence Hall of Science,2015,1.0
26294,movie_theater,97203.0,Portland,Oregon,McMenamins St. Johns Theater & Pub,2015,4.0
6968,car_repair,94945.0,Novato,California,Marin County Ford,2015,1.0
34756,point_of_interest,2210.0,Boston,Massachusetts,Blue Hills Bank Pavilion,2015,1.0
5468,bicycle_store,97211.0,Portland,Oregon,Community Cycling Center,2015,3.0
26560,museum,30318.0,Atlanta,Georgia,Robert C Williams Paper Museum,2015,2.0
48499,store,8071.0,Pitman,New Jersey,Karen's Needlecraft Shop,2015,1.0
5651,book_store,94111.0,San Francisco,California,City Lights Booksellers & Publishers,2015,1.0
33897,point_of_interest,46208.0,Indianapolis,Indiana,MCCOY,2015,1.0
4850,bar,98103.0,Seattle,Washington,Naked City Brewery & Taphouse,2015,3.0
30506,park,98102.0,Seattle,Washington,Fairview Park,2015,2.0
30504,park,98195.0,Seattle,Washington,West Montlake Park,2015,1.0
30503,park,98112.0,Seattle,Washington,West Montlake Park,2015,1.0
30502,park,98112.0,Seattle,Washington,East Montlake Park,2015,2.0
1798,bar,92104.0,San Diego,California,True North Tavern,2015,1.0
30499,park,98103.0,Seattle,Washington,Gas Works Park,2015,1.0
1802,bar,92104.0,San Diego,California,Urban Solace,2015,1.0
1803,bar,92103.0,San Diego,California,Baja Betty's,2015,1.0
32936,point_of_interest,94103.0,San Francisco,California,Victoria Theatre,2015,9.0
1810,bar,92103.0,San Diego,California,Urban MO's Bar & Grill,2015,4.0
1814,bar,92104.0,San Diego,California,U-31,2015,1.0
32939,point_of_interest,94110.0,San Francisco,California,Victoria Theatre,2015,5.0
30494,park,98112.0,Seattle,Washington,McCurdy Park,2015,3.0
1820,bar,92104.0,San Diego,California,Live Wire,2015,1.0
1789,bar,92103.0,San Diego,California,Starlite,2015,1.0
30491,park,98112.0,Seattle,Washington,Montlake Playfield,2015,1.0
32948,point_of_interest,94103.0,San Francisco,California,The Lab,2015,1.0
1824,bar,92116.0,San Diego,California,Ponce's,2015,1.0
30485,park,98102.0,Seattle,Washington,Terry Pettus Park,2015,2.0
1826,bar,92109.0,San Diego,California,The Pennant,2015,3.0
1827,bar,92109.0,San Diego,California,Beachcomber,2015,3.0
32951,point_of_interest,94110.0,San Francisco,California,The Lab,2015,3.0
1834,bar,92108.0,San Diego,California,Gordon Biersch,2015,1.0
1835,bar,92115.0,San Diego,California,Terra American Bistro,2015,1.0
32953,point_of_interest,94117.0,San Francisco,California,Circus Center,2015,1.0
32956,point_of_interest,94122.0,San Francisco,California,Circus Center,2015,2.0
30478,park,98112.0,Seattle,Washington,Interlaken Park,2015,1.0
30477,park,98102.0,Seattle,Washington,I-5 Colonnade,2015,5.0
32962,point_of_interest,94103.0,San Francisco,California,Mighty,2015,3.0
1854,bar,92108.0,San Diego,California,Oggi's Pizza & Brewing Company,2015,2.0
30486,park,98119.0,Seattle,Washington,Interbay P-Patch,2015,1.0
32927,point_of_interest,94501.0,Alameda,California,Alameda Historical Museum,2015,2.0
1786,bar,92101.0,San Diego,California,Mister A's,2015,1.0
30510,park,98199.0,Seattle,Washington,Arapahoe Triangle,2015,2.0
30547,park,98264.0,Lynden,Washington,Lynden Bender Fields,2015,1.0
1746,bar,85719.0,Tucson,Arizona,Trident Grill,2015,2.0
32897,point_of_interest,94112.0,San Francisco,California,Croatian American Cultural Center,2015,1.0
1748,bar,85719.0,Tucson,Arizona,Arizona Inn,2015,1.0
1749,bar,85719.0,Tucson,Arizona,Boondocks Lounge,2015,1.0
1750,bar,85719.0,Tucson,Arizona,Clicks Billiards,2015,1.0
30545,park,98230.0,Blaine,Washington,Birch Bay State Park,2015,1.0
30544,park,98226.0,Bellingham,Washington,Whatcom County Parks & Recreation,2015,1.0
30537,park,98133.0,Seattle,Washington,Northacres Park,2015,2.0
32902,point_of_interest,94583.0,San Ramon,California,Paramount Home Theater,2015,1.0
32903,point_of_interest,94112.0,San Francisco,California,Cheengoo,2015,1.0
30536,park,99217.0,Spokane,Washington,Camp Sekani Park,2015,1.0
30535,park,98115.0,Seattle,Washington,Matthews Beach Park,2015,1.0
50952,university,95112.0,San Jose,California,San José State University,2015,1.0
30531,park,98115.0,Seattle,Washington,Picardo P-Patch,2015,2.0
1752,bar,85716.0,Tucson,Arizona,Shooter's Steakhouse & Saloon,2015,1.0
30523,park,98115.0,Seattle,Washington,Bryant Neighborhood Playground,2015,1.0
32923,point_of_interest,94110.0,San Francisco,California,Friends of New College Llc,2015,11.0
50931,university,95064.0,Santa Cruz,California,College Eight,2015,2.0
50933,university,95064.0,Santa Cruz,California,"University of California, Santa Cruz",2015,2.0
30513,park,98199.0,Seattle,Washington,Kiwanis Memorial Preserve Park,2015,1.0
30514,park,98103.0,Seattle,Washington,Fremont Peak Park,2015,2.0
32918,point_of_interest,94110.0,San Francisco,California,826 Valencia,2015,10.0
32964,point_of_interest,94103.0,San Francisco,California,California College of the Arts,2015,1.0
1773,bar,92102.0,San Diego,California,Counterpoint,2015,1.0
1772,bar,92101.0,San Diego,California,Kansas City Barbeque,2015,2.0
1770,bar,92101.0,San Diego,California,The Field Irish Pub,2015,1.0
32912,point_of_interest,94502.0,Alameda,California,Grandview Pavilion,2015,1.0
30520,park,98115.0,Seattle,Washington,Ravenna Park,2015,1.0
30522,park,98105.0,Seattle,Washington,Cowen Park,2015,3.0
1758,bar,85737.0,Oro Valley,Arizona,Noble Hops Gastropub,2015,1.0
50938,university,23606.0,Newport News,Virginia,Christopher Newport University,2015,1.0
32894,point_of_interest,94577.0,San Leandro,California,Braveheart Dog Training,2015,1.0
32966,point_of_interest,94107.0,San Francisco,California,California College of the Arts,2015,4.0
1862,bar,92109.0,San Diego,California,Guava Beach Bar & Grill,2015,1.0
30425,park,98405.0,Tacoma,Washington,Wright Park,2015,1.0
33011,point_of_interest,94102.0,San Francisco,California,San Francisco Symphony,2015,12.0
50823,university,90402.0,Santa Monica,California,Carlthorp School,2015,1.0
50822,university,90089.0,Los Angeles,California,USC School of Cinematic Arts,2015,1.0
33013,point_of_interest,94103.0,San Francisco,California,San Francisco Symphony,2015,9.0
30421,park,55812.0,Duluth,Minnesota,At Sara's Table Chester Creek Cafe,2015,1.0
50819,university,90007.0,Los Angeles,California,USC School of Cinematic Arts,2015,1.0
30416,park,98660.0,Vancouver,Washington,Esther Short Park,2015,1.0
30414,park,97203.0,Portland,Oregon,St. Johns Community Center,2015,3.0
50816,university,90089.0,Los Angeles,California,University of Southern California,2015,1.0
30405,park,97217.0,Portland,Oregon,Peninsula City Park,2015,1.0
50813,university,90007.0,Los Angeles,California,University of Southern California,2015,1.0
33023,point_of_interest,94102.0,San Francisco,California,Bill Graham Civic Auditorium,2015,13.0
33025,point_of_interest,94103.0,San Francisco,California,Bill Graham Civic Auditorium,2015,11.0
1926,bar,92130.0,San Diego,California,Oggi's Pizza & Brewing Co,2015,1.0
30387,park,97212.0,Portland,Oregon,Irving City Park,2015,1.0
30380,park,97124.0,Hillsboro,Oregon,Magnolia Park,2015,1.0
33036,point_of_interest,94102.0,San Francisco,California,San Francisco Opera,2015,10.0
1982,bar,85251.0,Scottsdale,Arizona,Carlsbad Tavern,2015,1.0
1983,bar,85251.0,Scottsdale,Arizona,Uncle Sals,2015,1.0
1989,bar,85018.0,Phoenix,Arizona,Crudo,2015,1.0
1990,bar,85018.0,Phoenix,Arizona,Zipps,2015,1.0
1991,bar,85018.0,Phoenix,Arizona,Beckett's Table,2015,1.0
1999,bar,85253.0,Paradise Valley,Arizona,Fogo de Chão Brazilian Steakhouse,2015,1.0
2000,bar,85253.0,Paradise Valley,Arizona,Fleming's Prime Steakhouse & Wine Bar,2015,1.0
33038,point_of_interest,94102.0,San Francisco,California,SHN Orpheum Theatre,2015,2.0
33040,point_of_interest,94103.0,San Francisco,California,SHN Orpheum Theatre,2015,1.0
2019,bar,92660.0,Newport Beach,California,La Cave,2015,1.0
2023,bar,85032.0,Phoenix,Arizona,Casey Jones Grill,2015,1.0
30372,park,97232.0,Portland,Oregon,Oregon Park,2015,10.0
1979,bar,85003.0,Phoenix,Arizona,CIBO,2015,1.0
1925,bar,92130.0,San Diego,California,Sammy's Woodfired Pizza,2015,1.0
30426,park,98030.0,Kent,Washington,Arbor Heights 360 Park,2015,1.0
1924,bar,75254.0,Dallas,Texas,Lawry's The Prime Rib,2015,1.0
1863,bar,92108.0,San Diego,California,Sushi Kuchi,2015,1.0
1865,bar,75226.0,Dallas,Texas,Dada Dallas,2015,1.0
50872,university,93101.0,Santa Barbara,California,Antioch University Santa Barbara,2015,1.0
30468,park,98199.0,Seattle,Washington,Smith Cove Park,2015,1.0
50869,university,93101.0,Santa Barbara,California,SBBCollege,2015,1.0
32971,point_of_interest,94103.0,San Francisco,California,San Francisco Armory,2015,15.0
32972,point_of_interest,94110.0,San Francisco,California,San Francisco Armory,2015,2.0
30467,park,98112.0,Seattle,Washington,Volunteer Park,2015,1.0
1874,bar,92109.0,San Diego,California,The TapRoom,2015,1.0
1879,bar,92109.0,San Diego,California,Costa Brava,2015,2.0
32975,point_of_interest,94118.0,San Francisco,California,Morrison Planetarium,2015,9.0
1888,bar,92109.0,San Diego,California,The Patio Lamont Street,2015,2.0
32978,point_of_interest,94118.0,San Francisco,California,Music Concourse Community,2015,9.0
1894,bar,92037.0,San Diego,California,London's West End,2015,1.0
32980,point_of_interest,94121.0,San Francisco,California,Ocean Beach Management,2015,1.0
32981,point_of_interest,94115.0,San Francisco,California,The Independent,2015,3.0
50855,university,91106.0,Pasadena,California,California Institute of Technology,2015,1.0
30429,park,98108.0,Seattle,Washington,Marra-Desimone Park,2015,1.0
30435,park,98116.0,Seattle,Washington,Weather Watch Park,2015,1.0
1917,bar,92093.0,San Diego,California,Rock Bottom Restaurant & Brewery,2015,1.0
50836,university,87801.0,Socorro,New Mexico,New Mexico Institute of Mining and Technology,2015,1.0
1915,bar,92122.0,San Diego,California,Cafe Japengo,2015,1.0
33000,point_of_interest,94103.0,San Francisco,California,SFJAZZ Center,2015,8.0
1860,bar,75226.0,Dallas,Texas,Angry Dog,2015,1.0
32997,point_of_interest,94102.0,San Francisco,California,SFJAZZ Center,2015,12.0
30450,park,98144.0,Seattle,Washington,Frink Park,2015,1.0
32992,point_of_interest,94103.0,San Francisco,California,New Conservatory Theatre Center,2015,12.0
50847,university,90095.0,Los Angeles,California,John Wooden Center,2015,1.0
32987,point_of_interest,94117.0,San Francisco,California,The Independent,2015,11.0
30454,park,98122.0,Seattle,Washington,Alvin Larkins Park,2015,3.0
30461,park,98109.0,Seattle,Washington,Lake Union Park,2015,2.0
30447,park,98144.0,Seattle,Washington,Jimi Hendrix Park,2015,1.0
2046,bar,90740.0,Seal Beach,California,Beachwood BBQ,2015,1.0
30555,parking,34691.0,Holiday,Florida,Ice Cold Air Discount Auto Repair,2015,1.0
1736,bar,85711.0,Tucson,Arizona,Claim Jumper,2015,1.0
51115,university,94708.0,Berkeley,California,Space Sciences Laboratory,2015,1.0
1477,bar,32801.0,Orlando,Florida,Ceviche Tapas Orlando,2015,1.0
1479,bar,32801.0,Orlando,Florida,Kres Restaurant LLC,2015,1.0
30788,pet_store,60015.0,Deerfield,Illinois,Fish Planet,2015,1.0
32764,point_of_interest,95070.0,Saratoga,California,West Valley-Mission Community College District,2015,1.0
32765,point_of_interest,95070.0,Saratoga,California,West Valley College,2015,1.0
30786,pet_store,11735.0,Farmingdale,New York,PetSmart Farmingdale,2015,1.0
32768,point_of_interest,95070.0,Saratoga,California,South Bay Musical Theatre,2015,1.0
1495,bar,32803.0,Orlando,Florida,Sportstown Billiards,2015,1.0
1496,bar,32828.0,Orlando,Florida,Mellow Mushroom,2015,1.0
32769,point_of_interest,95070.0,Saratoga,California,Saratoga Civic Theater,2015,1.0
30778,pet_store,19148.0,Philadelphia,Pennsylvania,Monster Pets,2015,1.0
30769,pet_store,8071.0,Pitman,New Jersey,Pegasus Closet,2015,1.0
1503,bar,78204.0,San Antonio,Texas,Blue Star Brewing Company,2015,1.0
30792,pet_store,53711.0,Fitchburg,Wisconsin,Mounds Pet Food Warehouse,2015,1.0
1504,bar,78210.0,San Antonio,Texas,Rosario's Mexican Cafe Y Cantina,2015,1.0
30756,pet_store,94710.0,Berkeley,California,East Bay Vivarium,2015,2.0
1507,bar,78216.0,San Antonio,Texas,DOUGH PIZZERIA NAPOLETANA,2015,1.0
51094,university,94704.0,Berkeley,California,Haas School of Business,2015,1.0
30752,pet_store,94122.0,San Francisco,California,The Animal Connection,2015,1.0
32786,point_of_interest,94087.0,Sunnyvale,California,Comcast Service Center,2015,1.0
32788,point_of_interest,94086.0,Sunnyvale,California,Windsor Ridge,2015,1.0
51089,university,94704.0,Berkeley,California,UC Berkeley School of Law,2015,1.0
32789,point_of_interest,94086.0,Sunnyvale,California,Bristol Commons,2015,1.0
51087,university,94720.0,Berkeley,California,Berkeley City College,2015,1.0
51086,university,94704.0,Berkeley,California,Berkeley City College,2015,7.0
30748,pet_store,95110.0,San Jose,California,PetSmart San Jose,2015,1.0
32795,point_of_interest,94086.0,Sunnyvale,California,Historic Del Monte Building,2015,1.0
30737,pet_store,92832.0,Fullerton,California,PETIAN,2015,1.0
1526,bar,77004.0,Houston,Texas,Lucille's,2015,1.0
30763,pet_store,20012.0,Washington,District of Columbia,The Big Bad Woof Takoma,2015,1.0
30798,pet_store,97302.0,Salem,Oregon,Nature's Pet Market Salem - Sunnyslope,2015,1.0
1462,bar,33606.0,Tampa,Florida,220 East,2015,3.0
1459,bar,33606.0,Tampa,Florida,Yeoman's Road Pub,2015,3.0
32721,point_of_interest,95060.0,Santa Cruz,California,Cypress Point Apartments,2015,1.0
1384,bank,97230.0,Portland,Oregon,Sterling Bank,2015,1.0
30840,pharmacy,33606.0,Tampa,Florida,Davis Islands Pharmacy,2015,3.0
30833,pet_store,98133.0,Seattle,Washington,Little Amazon Fish & Pet,2015,1.0
51164,university,20001.0,Washington,District of Columbia,Howard University | College of Dentistry,2015,2.0
30828,pet_store,98119.0,Seattle,Washington,Seattle Animal Shelter,2015,1.0
30827,pet_store,98144.0,Seattle,Washington,fido N scratch,2015,1.0
1392,bank,97217.0,Portland,Oregon,Chase Bank,2015,2.0
30824,pet_store,98499.0,Lakewood,Washington,Aquarium Paradise,2015,1.0
30822,pet_store,97232.0,Portland,Oregon,Pets on Broadway,2015,5.0
32733,point_of_interest,95060.0,Santa Cruz,California,Civic Auditorium,2015,2.0
30818,pet_store,97233.0,Portland,Oregon,CB'S Tropical Aquarium,2015,1.0
1407,bank,98031.0,Kent,Washington,Bank of America,2015,1.0
51151,university,20052.0,Washington,District of Columbia,The George Washington University,2015,2.0
30816,pet_store,97230.0,Portland,Oregon,CB'S Tropical Aquarium,2015,1.0
1411,bank,98125.0,Seattle,Washington,Bank of America,2015,1.0
32740,point_of_interest,23606.0,Newport News,Virginia,Ferguson Center for the Arts,2015,1.0
30799,pet_store,97305.0,Salem,Oregon,PetSmart Salem,2015,2.0
30801,pet_store,55114.0,Saint Paul,Minnesota,Twin Cities Reptiles,2015,1.0
51125,university,94928.0,Rohnert Park,California,Sonoma State University,2015,1.0
30807,pet_store,97239.0,Portland,Oregon,Pet Loft,2015,1.0
51133,university,81230.0,Gunnison,Colorado,Western State Colorado University,2015,2.0
1436,bar,33435.0,Boynton Beach,Florida,Two Georges,2015,1.0
30730,pet_store,92037.0,San Diego,California,PetSmart La Jolla,2015,1.0
1435,bar,33435.0,Boynton Beach,Florida,Banana Boat,2015,1.0
1434,bar,33435.0,Boynton Beach,Florida,Sweetwater Bar & Grill,2015,1.0
1432,bar,33062.0,Pompano Beach,Florida,Briny Irish Pub,2015,1.0
1431,bar,33304.0,Fort Lauderdale,Florida,Marriott's BeachPlace Towers,2015,1.0
32747,point_of_interest,84770.0,Saint George,Utah,Hansen Stadium,2015,1.0
1424,bar,33141.0,Miami Beach,Florida,Shuckers Bar & Grill,2015,1.0
51145,university,20037.0,Washington,District of Columbia,The George Washington University,2015,1.0
51136,university,95826.0,Sacramento,California,"California State University, Sacramento",2015,1.0
1737,bar,85719.0,Tucson,Arizona,The Rock,2015,2.0
32799,point_of_interest,94022.0,Los Altos Hills,California,Rocketbites.com,2015,1.0
51076,university,94704.0,Berkeley,California,International House at UC Berkeley,2015,1.0
30637,parking,15101.0,Hampton Township,Pennsylvania,Ed Yeager Auto Body,2015,1.0
51020,university,94025.0,Menlo Park,California,Menlo College,2015,1.0
30634,parking,80526.0,Fort Collins,Colorado,Performance Tune,2015,1.0
32853,point_of_interest,94002.0,Belmont,California,Ralston Hall Mansion,2015,1.0
30632,parking,80634.0,Greeley,Colorado,Western Frame & Body Works,2015,1.0
30629,parking,19067.0,Yardley,Pennsylvania,Yardley Train Station Parking Lot,2015,1.0
30626,parking,19095.0,Wyncote,Pennsylvania,Jenkintown Train Station Parking,2015,1.0
32857,point_of_interest,94403.0,San Mateo,California,Picture People,2015,1.0
1626,bar,77380.0,The Woodlands,Texas,The Goose's Acre,2015,2.0
1629,bar,78704.0,Austin,Texas,Expose Men's Club,2015,1.0
51011,university,94305.0,Stanford,California,Stanford Graduate School of Education,2015,3.0
1630,bar,78704.0,Austin,Texas,Opal Divine's Penn Field,2015,1.0
30622,parking,46204.0,Indianapolis,Indiana,Scottish Rite Cathedral Events,2015,2.0
30598,parking,94705.0,Berkeley,California,Stauder Automotive Service,2015,2.0
30645,parking,2474.0,Arlington,Massachusetts,Russell Common Parking Lot,2015,1.0
30597,parking,94618.0,Oakland,California,Stauder Automotive Service,2015,4.0
50996,university,94305.0,Stanford,California,Stanford Law School,2015,3.0
30585,parking,94022.0,Los Altos Hills,California,Los Altos Hills Park & Ride,2015,1.0
32876,point_of_interest,94030.0,Millbrae,California,Green Hills Country Club,2015,1.0
1687,bar,78701.0,Austin,Texas,Congress,2015,1.0
30568,parking,85253.0,Paradise Valley,Arizona,Bridwell Automotive Center,2015,1.0
1706,bar,78705.0,Austin,Texas,Trudy's Texas Star,2015,1.0
50985,university,94305.0,Stanford,California,Department of Music,2015,3.0
30561,parking,85706.0,Tucson,Arizona,Chapman Collision Tucson,2015,1.0
32886,point_of_interest,94080.0,South San Francisco,California,Genentech,2015,1.0
1719,bar,78751.0,Austin,Texas,Foreign & Domestic,2015,1.0
